agency,sub_agency,calendar_year,amount,sub_type_name,rev_type,rev_code,sub_type
UNICEF,UNICEF,2010,388695000,Revenue from other activities,Revenue from other activities,R04,R04
UNIDO,UNIDO,2010,3996130.05,Revenue from other activities,Revenue from other activities,R04,R04
UNITAR,UNITAR,2010,1355145.27,Revenue from other activities,Revenue from other activities,R04,R04
UNODC,UNODC,2010,5554967,Revenue from other activities,Revenue from other activities,R04,R04
UNOPS,UNOPS,2010,90503201,Revenue from other activities,Revenue from other activities,R04,R04
UNRWA,UNRWA,2010,17768000,Revenue from other activities,Revenue from other activities,R04,R04
UNU,UNU,2010,24426000,Revenue from other activities,Revenue from other activities,R04,R04
UNWTO,UNWTO,2010,823868.91,Revenue from other activities,Revenue from other activities,R04,R04
UPU,UPU,2010,2575380,Revenue from other activities,Revenue from other activities,R04,R04
WFP,WFP,2010,117179529.7,Revenue from other activities,Revenue from other activities,R04,R04
WHO,WHO,2010,284757051,Revenue from other activities,Revenue from other activities,R04,R04
WIPO,WIPO,2010,282227968,Revenue from other activities,Revenue from other activities,R04,R04
WMO,WMO,2010,8678194.56,Revenue from other activities,Revenue from other activities,R04,R04
WTO,WTO,2010,3624466.41,Revenue from other activities,Revenue from other activities,R04,R04
DPKO,DPKO,2011,7573269000,Assessed contributions,Assessed contributions,R01,R01
FAO,FAO,2011,507463000,Assessed contributions,Assessed contributions,R01,R01
IAEA,IAEA,2011,402748848,Assessed contributions,Assessed contributions,R01,R01
ICAO,ICAO,2011,79081361.03,Assessed contributions,Assessed contributions,R01,R01
ILO,ILO,2011,411423080.6,Assessed contributions,Assessed contributions,R01,R01
IMO,IMO,2011,45229577.69,Assessed contributions,Assessed contributions,R01,R01
IOM,IOM,2011,41428265,Assessed contributions,Assessed contributions,R01,R01
ITC,ITC,2011,38235000,Assessed contributions,Assessed contributions,R01,R01
ITU,ITU,2011,135603039,Assessed contributions,Assessed contributions,R01,R01
PAHO,PAHO,2011,98325000,Assessed contributions,Assessed contributions,R01,R01
UN,UN,2011,2414656987,Assessed contributions,Assessed contributions,R01,R01
UNEP,UNEP,2011,226843565,Assessed contributions,Assessed contributions,R01,R01
UNESCO,UNESCO,2011,356474652,Assessed contributions,Assessed contributions,R01,R01
UNHCR,UNHCR,2011,44058600,Assessed contributions,Assessed contributions,R01,R01
UNIDO,UNIDO,2011,101168752.4,Assessed contributions,Assessed contributions,R01,R01
UNITAR,UNITAR,2011,0,Assessed contributions,Assessed contributions,R01,R01
UNWTO,UNWTO,2011,16107432.87,Assessed contributions,Assessed contributions,R01,R01
UPU,UPU,2011,38366698.41,Assessed contributions,Assessed contributions,R01,R01
WHO,WHO,2011,472557200,Assessed contributions,Assessed contributions,R01,R01
WIPO,WIPO,2011,18412680,Assessed contributions,Assessed contributions,R01,R01
WMO,WMO,2011,66084590,Assessed contributions,Assessed contributions,R01,R01
WTO,WTO,2011,205608260,Assessed contributions,Assessed contributions,R01,R01
IFAD,IFAD,2011,237927000,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
IOM,IOM,2011,8146560,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNHABITAT,UN-HABITAT,2011,29158557,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNAIDS,UNAIDS,2011,241889000,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNDP,UNDP,2011,974803893,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNEP,UNEP,2011,0,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNFPA,UNFPA,2011,450700000,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNHCR,UNHCR,2011,488455626.8,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNICEF,UNICEF,2011,629423000,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNITAR,UNITAR,2011,444484.53,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNODC,UNODC,2011,10239868,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNRWA,UNRWA,2011,378221909,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNWOMEN,UNWOMEN,2011,124614873,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
WFP,WFP,2011,494530070.9,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
WHO,WHO,2011,125206756,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
DPKO,DPKO,2011,32289000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
FAO,FAO,2011,899150947.1,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
IAEA,IAEA,2011,296213464.6,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ICAO,ICAO,2011,110463340.3,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ILO,ILO,2011,270638200,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
IMO,IMO,2011,7827571.61,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
IOM,IOM,2011,902138044,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ITC,ITC,2011,43762000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ITU,ITU,2011,10918507.6,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
PAHO,PAHO,2011,652975711,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UN,UN,2011,1422298000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNHABITAT,UN-HABITAT,2011,199653833,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNAIDS,UNAIDS,2011,22378000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNDP,UNDP,2011,4083971707,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNEP,UNEP,2011,159437395,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNESCO,UNESCO,2011,308945709,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNFPA,UNFPA,2011,450601000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNHCR,UNHCR,2011,1599819093,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNICEF,UNICEF,2011,2633150000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNIDO,UNIDO,2011,249416515.8,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNITAR,UNITAR,2011,19300905.39,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNODC,UNODC,2011,249080266,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNRWA,UNRWA,2011,12181275,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNU,UNU,2011,48840000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNWOMEN,UNWOMEN,2011,102560888,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNWTO,UNWTO,2011,5068644.16,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
WFP,WFP,2011,3219761073,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
WHO,WHO,2011,1378300467,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
WIPO,WIPO,2011,9100520,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
WMO,WMO,2011,41963412.36,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
WTO,WTO,2011,23483496.09,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
DPKO,DPKO,2011,88387000,Revenue from other activities,Revenue from other activities,R04,R04
FAO,FAO,2011,78001000,Revenue from other activities,Revenue from other activities,R04,R04
IAEA,IAEA,2011,4215325.13,Revenue from other activities,Revenue from other activities,R04,R04
ICAO,ICAO,2011,15858325.61,Revenue from other activities,Revenue from other activities,R04,R04
ILO,ILO,2011,14900000,Revenue from other activities,Revenue from other activities,R04,R04
IMO,IMO,2011,18464078.64,Revenue from other activities,Revenue from other activities,R04,R04
IOM,IOM,2011,87308083,Revenue from other activities,Revenue from other activities,R04,R04
ITC,ITC,2011,1662000,Revenue from other activities,Revenue from other activities,R04,R04
ITU,ITU,2011,46052864,Revenue from other activities,Revenue from other activities,R04,R04
PAHO,PAHO,2011,8104775,Revenue from other activities,Revenue from other activities,R04,R04
UN,UN,2011,90137000,Revenue from other activities,Revenue from other activities,R04,R04
UNHABITAT,UN-HABITAT,2011,3733000,Revenue from other activities,Revenue from other activities,R04,R04
UNAIDS,UNAIDS,2011,4946000,Revenue from other activities,Revenue from other activities,R04,R04
UNDP,UNDP,2011,440793047,Revenue from other activities,Revenue from other activities,R04,R04
UNEP,UNEP,2011,0,Revenue from other activities,Revenue from other activities,R04,R04
UNESCO,UNESCO,2011,68001863,Revenue from other activities,Revenue from other activities,R04,R04
UNFPA,UNFPA,2011,38600000,Revenue from other activities,Revenue from other activities,R04,R04
UNHCR,UNHCR,2011,45398729.85,Revenue from other activities,Revenue from other activities,R04,R04
UNICEF,UNICEF,2011,429116000,Revenue from other activities,Revenue from other activities,R04,R04
UNIDO,UNIDO,2011,2913105.41,Revenue from other activities,Revenue from other activities,R04,R04
UNITAR,UNITAR,2011,1376042.83,Revenue from other activities,Revenue from other activities,R04,R04
UNODC,UNODC,2011,4981797,Revenue from other activities,Revenue from other activities,R04,R04
UNOPS,UNOPS,2011,77509891,Revenue from other activities,Revenue from other activities,R04,R04
UNRWA,UNRWA,2011,25634000,Revenue from other activities,Revenue from other activities,R04,R04
UNU,UNU,2011,17185000,Revenue from other activities,Revenue from other activities,R04,R04
UNWOMEN,UNWOMEN,2011,9047100,Revenue from other activities,Revenue from other activities,R04,R04
UNWTO,UNWTO,2011,1504867.6,Revenue from other activities,Revenue from other activities,R04,R04
UPU,UPU,2011,1950613,Revenue from other activities,Revenue from other activities,R04,R04
WFP,WFP,2011,21774930.63,Revenue from other activities,Revenue from other activities,R04,R04
WHO,WHO,2011,548455611,Revenue from other activities,Revenue from other activities,R04,R04
WIPO,WIPO,2011,282751040,Revenue from other activities,Revenue from other activities,R04,R04
WMO,WMO,2011,3238092,Revenue from other activities,Revenue from other activities,R04,R04
WTO,WTO,2011,2192423.2,Revenue from other activities,Revenue from other activities,R04,R04
DPKO,DPKO,2012,7923213000,Assessed contributions,Assessed contributions,R01,R01
FAO,FAO,2012,511619509,Assessed contributions,Assessed contributions,R01,R01
IAEA,IAEA,2012,428923951.9,Assessed contributions,Assessed contributions,R01,R01
ICAO,ICAO,2012,84495928.03,Assessed contributions,Assessed contributions,R01,R01
ILO,ILO,2012,430810000,Assessed contributions,Assessed contributions,R01,R01
IMO,IMO,2012,46861421.67,Assessed contributions,Assessed contributions,R01,R01
IOM,IOM,2012,41693506,Assessed contributions,Assessed contributions,R01,R01
ITC,ITC,2012,40490000,Assessed contributions,Assessed contributions,R01,R01
PAHO,PAHO,2012,106245000,Assessed contributions,Assessed contributions,R01,R01
UN,UN,2012,2412019632,Assessed contributions,Assessed contributions,R01,R01
UNESCO,UNESCO,2012,352970673,Assessed contributions,Assessed contributions,R01,R01
UNHCR,UNHCR,2012,11855800,Assessed contributions,Assessed contributions,R01,R01
UNIDO,UNIDO,2012,101561632.7,Assessed contributions,Assessed contributions,R01,R01
UNITAR,UNITAR,2012,0,Assessed contributions,Assessed contributions,R01,R01
UNWOMEN,UNWOMEN,2012,7235000,Assessed contributions,Assessed contributions,R01,R01
WHO,WHO,2012,474609150,Assessed contributions,Assessed contributions,R01,R01
WMO,WMO,2012,71628942.8,Assessed contributions,Assessed contributions,R01,R01
WTO,WTO,2012,214890545.2,Assessed contributions,Assessed contributions,R01,R01
FAO,FAO,2012,0,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
IFAD,IFAD,2012,580158000,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
IOM,IOM,2012,9231365,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
ITC,ITC,2012,13352000,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UN,UN,2012,0,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNAIDS,UNAIDS,2012,217419512,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNDP,UNDP,2012,884356544,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNFPA,UNFPA,2012,437500000,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNITAR,UNITAR,2012,309077.63,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNODC,UNODC,2012,31586007,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNRWA,UNRWA,2012,544074925,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNWOMEN,UNWOMEN,2012,114086000,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
WFP,WFP,2012,497615344.3,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
WHO,WHO,2012,130200014,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
DPKO,DPKO,2012,67893000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
FAO,FAO,2012,774507947,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
IAEA,IAEA,2012,208529877,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ICAO,ICAO,2012,112675247.5,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ILO,ILO,2012,271348100,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
IMO,IMO,2012,12885661.56,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
IOM,IOM,2012,1089320567,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ITC,ITC,2012,19861000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
