calendar_year,amount,currency,agency,transaction_type
2019,209552928,USD,IOM,Humanitarian Assistance
2019,378737996,USD,UN,Humanitarian Assistance
2019,8909921,USD,UN,Humanitarian Assistance
2019,1792875882,USD,UN,Humanitarian Assistance
2019,40667915,USD,UN,Humanitarian Assistance
2019,12790543,USD,UNESCO,Humanitarian Assistance
2019,373446780,USD,UNFPA,Humanitarian Assistance
2019,209020,USD,UNHABITAT,Humanitarian Assistance
2019,37871975,USD,UNHCR,Humanitarian Assistance
2019,203429927,USD,UNHCR,Humanitarian Assistance
2019,1724255022,USD,UNHCR,Humanitarian Assistance
2019,2037701769,USD,UNHCR,Humanitarian Assistance
2019,255002987,USD,UNHCR,Humanitarian Assistance
2019,2960928121,USD,UNICEF,Humanitarian Assistance
2019,38227000,USD,UNITAID,Humanitarian Assistance
2019,63496000,USD,UNITAID,Humanitarian Assistance
2019,20291000,USD,UNITAID,Humanitarian Assistance
2019,92780000,USD,UNITAID,Humanitarian Assistance
2019,27232000,USD,UNITAID,Humanitarian Assistance
2019,103308360,USD,UNOPS,Humanitarian Assistance
2019,1173131446,USD,UNRWA,Humanitarian Assistance
2019,56966435,USD,UNWOMEN,Humanitarian Assistance
2019,6649043038,USD,WFP,Humanitarian Assistance
2019,841732918,USD,WFP,Humanitarian Assistance
2019,434431521,USD,WHO,Humanitarian Assistance
2019,305907051,USD,WHO,Humanitarian Assistance
2019,1629551,USD,ILO,Peace Operations
2019,123543390,USD,UN,Peace Operations
2019,-41121,USD,UN,Peace Operations
2019,2067516,USD,UN,Peace Operations
2019,925084987,USD,UN,Peace Operations
2019,28023991,USD,UN,Peace Operations
2019,7732738963,USD,DPKO,Peace Operations
2019,6833030,USD,UN,Peace Operations
2019,37226758,USD,UN,Peace Operations
2019,159418760,USD,UN,Peace Operations
2019,314134345,USD,UNOPS,Peace Operations
2019,117462825,USD,CTBTO,Global Agenda and Specialised Assistance
2019,427636,USD,FAO,Global Agenda and Specialised Assistance
2019,308293613,USD,FAO,Global Agenda and Specialised Assistance
2019,526,USD,FAO,Global Agenda and Specialised Assistance
2019,10447,USD,FAO,Global Agenda and Specialised Assistance
2019,914049,USD,FAO,Global Agenda and Specialised Assistance
2019,1587947,USD,FAO,Global Agenda and Specialised Assistance
2019,117514,USD,FAO,Global Agenda and Specialised Assistance
2019,174874,USD,FAO,Global Agenda and Specialised Assistance
2019,1023686,USD,FAO,Global Agenda and Specialised Assistance
2019,1283167,USD,FAO,Global Agenda and Specialised Assistance
2019,102530,USD,FAO,Global Agenda and Specialised Assistance
2019,636895089,USD,IAEA,Global Agenda and Specialised Assistance
2019,48360016,USD,IARC,Global Agenda and Specialised Assistance
2019,231676903,USD,ICAO,Global Agenda and Specialised Assistance
2019,179393673,USD,ICC,Global Agenda and Specialised Assistance
2019,213455937,USD,ILO,Global Agenda and Specialised Assistance
2019,60224453,USD,IMO,Global Agenda and Specialised Assistance
2019,295582886,USD,IOM,Global Agenda and Specialised Assistance
2019,118952000,USD,ITC,Development Assistance
2019,265638,USD,ITLOS,Global Agenda and Specialised Assistance
2019,9473762,USD,ITLOS,Global Agenda and Specialised Assistance
2019,2136267,USD,ITLOS,Global Agenda and Specialised Assistance
2019,250912720,USD,ITU,Global Agenda and Specialised Assistance
2019,86323021,USD,OPCW,Global Agenda and Specialised Assistance
2019,446470252,USD,UN,Global Agenda and Specialised Assistance
2019,531704199,USD,UN,Global Agenda and Specialised Assistance
2019,232521,USD,UN,Global Agenda and Specialised Assistance
2019,159898781,USD,UN,Global Agenda and Specialised Assistance
2019,303449857,USD,UN,Global Agenda and Specialised Assistance
2019,126008582,USD,UN,Global Agenda and Specialised Assistance
2019,176530190,USD,UN,Global Agenda and Specialised Assistance
2019,-16,USD,UN,Global Agenda and Specialised Assistance
2019,554398723,USD,UNEP,Global Agenda and Specialised Assistance
2019,179067607,USD,UNESCO,Global Agenda and Specialised Assistance
2019,91656612,USD,UNFCCC,Global Agenda and Specialised Assistance
2019,55440723,USD,UNHABITAT,Global Agenda and Specialised Assistance
2019,28941143,USD,UNITAR,Global Agenda and Specialised Assistance
2019,34788136,USD,UNOPS,Global Agenda and Specialised Assistance
2019,75812727,USD,UNU,Global Agenda and Specialised Assistance
2019,22159445,USD,UNWTO,Global Agenda and Specialised Assistance
2019,3796767,USD,UPU,Global Agenda and Specialised Assistance
2019,77825639,USD,UPU,Global Agenda and Specialised Assistance
2019,92889618,USD,WHO,Global Agenda and Specialised Assistance
2019,8390887,USD,WHO,Global Agenda and Specialised Assistance
2019,151071294,USD,WHO,Global Agenda and Specialised Assistance
2019,-89139906,USD,WHO,Global Agenda and Specialised Assistance
2019,12518200,USD,WHO,Global Agenda and Specialised Assistance
2019,31732862,USD,WHO,Global Agenda and Specialised Assistance
2019,7767801,USD,WHO,Global Agenda and Specialised Assistance
2019,404978521,USD,WHO,Global Agenda and Specialised Assistance
2019,19542961,USD,WHO,Global Agenda and Specialised Assistance
2019,86895125,USD,WHO,Global Agenda and Specialised Assistance
2019,50103882,USD,WHO,Global Agenda and Specialised Assistance
2019,50820434,USD,WHO,Global Agenda and Specialised Assistance
2019,49117982,USD,WHO,Global Agenda and Specialised Assistance
2019,24403004,USD,WHO,Global Agenda and Specialised Assistance
2019,32020734,USD,WHO,Global Agenda and Specialised Assistance
2019,328133091,USD,WHO,Global Agenda and Specialised Assistance
2019,22439656,USD,WHO,Global Agenda and Specialised Assistance
2019,319135485,USD,WIPO,Global Agenda and Specialised Assistance
2019,86374359,USD,WMO,Global Agenda and Specialised Assistance
2019,238783235,USD,WTO,Global Agenda and Specialised Assistance
