country,country_code,geo_id_final,region,subnational_cases_7,subnational_cases_14,subnational_population,subnational_rate_14,national_cases_7,national_population,national_testing_rate,national_positivity_rate,subnational_testing_data,positivity_rate_combined,testing_rate_combined,colour,week
Poland,PL,PL63,Pomorskie,3485,7385,2305077,320.379753040788,35266.0,37972812.0,741.6358841162461,12.5225481144805,True,16.607891727030097,910.33835312226,Red,2021-04
Poland,PL,PL71,Lodzkie,2022,4268,2453167,173.97918690411203,35266.0,37972812.0,741.6358841162461,12.5225481144805,True,11.180536356096198,737.210308144533,Red,2021-04
Poland,PL,PL72,Swietokrzyskie,638,1336,1226243,108.95067290904,35266.0,37972812.0,741.6358841162461,12.5225481144805,True,7.652632841549719,679.8815569181639,Red,2021-04
Poland,PL,PL81,Lubelskie,1948,3937,2097294,187.718078628938,35266.0,37972812.0,741.6358841162461,12.5225481144805,True,13.940174609989999,666.287129987498,Red,2021-04
Poland,PL,PL82,Podkarpackie,1247,2460,2086135,117.921419275359,35266.0,37972812.0,741.6358841162461,12.5225481144805,True,10.662676357417698,560.606096920861,Red,2021-04
Poland,PL,PL84,Podlaskie,1468,2869,1152074,249.02914222523899,35266.0,37972812.0,741.6358841162461,12.5225481144805,True,19.8297987302445,642.580250921382,Red,2021-04
Poland,PL,PL92X,Mazowiecki regionalny,5794,11246,5380311,209.021374414973,35266.0,37972812.0,741.6358841162461,12.5225481144805,True,13.510866523645198,797.054296675415,Red,2021-04
Portugal,PT,PT1,Continente,82183,167930,9798859,1713.7709604761098,90131.0,10276617.0,3995.37123938744,21.9516353336305,True,20.8765387565983,4017.4269269513898,Dark red,2021-04
Portugal,PT,PT2,Regiao Autonoma Dos Acores,272,521,242796,214.583436300433,90131.0,10276617.0,3995.37123938744,21.9516353336305,True,2.84608140629905,3936.2262969735903,Red,2021-04
Portugal,PT,PT3,Regiao Autonoma Da Madeira,753,1367,254254,537.6513250529,90131.0,10276617.0,3995.37123938744,21.9516353336305,True,10.217096336499301,2898.6761270225797,Dark red,2021-04
Romania,RO,RO11,Nord-Vest,2909,5851,2552112,229.261098259011,16182.0,19414458.0,917.4142280974311,9.085345655237461,False,9.085345655237461,917.4142280974311,Red,2021-04
Romania,RO,RO12,Centru,1943,3867,2318272,166.80527565359,16182.0,19414458.0,917.4142280974311,9.085345655237461,False,9.085345655237461,917.4142280974311,Red,2021-04
Romania,RO,RO21,Nord-Est,2736,5626,3198564,175.89143127978699,16182.0,19414458.0,917.4142280974311,9.085345655237461,False,9.085345655237461,917.4142280974311,Red,2021-04
Romania,RO,RO22,Sud-Est,1521,3147,2396171,131.334533303341,16182.0,19414458.0,917.4142280974311,9.085345655237461,False,9.085345655237461,917.4142280974311,Red,2021-04
Romania,RO,RO31,Sud - Muntenia,1739,3392,2929832,115.774556356815,16182.0,19414458.0,917.4142280974311,9.085345655237461,False,9.085345655237461,917.4142280974311,Red,2021-04
Romania,RO,RO32,Bucuresti - Ilfov,3465,6944,2315173,299.934389352329,16182.0,19414458.0,917.4142280974311,9.085345655237461,False,9.085345655237461,917.4142280974311,Red,2021-04
Romania,RO,RO41,Sud-Vest Oltenia,1103,2216,1926860,115.005760667615,16182.0,19414458.0,917.4142280974311,9.085345655237461,False,9.085345655237461,917.4142280974311,Red,2021-04
Romania,RO,RO42,Vest,2297,4534,1777474,255.08108698073798,16182.0,19414458.0,917.4142280974311,9.085345655237461,False,9.085345655237461,917.4142280974311,Red,2021-04
Slovakia,SK,SK01,Bratislavsky Kraj,1995,4111,659598,623.258408909669,12886.0,5450421.0,1244.85796601767,18.9918938835667,False,18.9918938835667,1244.85796601767,Dark red,2021-04
Slovakia,SK,SK02,Zapadne Slovensko,5273,10248,1826145,561.182162424123,12886.0,5450421.0,1244.85796601767,18.9918938835667,False,18.9918938835667,1244.85796601767,Dark red,2021-04
Slovakia,SK,SK03,Stredne Slovensko,2381,4488,1339242,335.114938151581,12886.0,5450421.0,1244.85796601767,18.9918938835667,False,18.9918938835667,1244.85796601767,Red,2021-04
Slovakia,SK,SK04,Vychodne Slovensko,3828,6953,1625436,427.762151201278,12886.0,5450421.0,1244.85796601767,18.9918938835667,False,18.9918938835667,1244.85796601767,Red,2021-04
Slovenia,SI,SI03,Vzhodna Slovenija,4468,9135,1094435,834.677253560056,8334.0,2080908.0,4746.19733308729,8.43829735531165,False,8.43829735531165,4746.19733308729,Dark red,2021-04
Slovenia,SI,SI04,Zahodna Slovenija,4148,8120,986473,823.134540935231,8334.0,2080908.0,4746.19733308729,8.43829735531165,False,8.43829735531165,4746.19733308729,Dark red,2021-04
Spain,ES,ES11,Galicia,10373,21266,2700441,787.501004465567,229423.0,46937060.0,3715.36904953144,13.155856034084803,True,7.752210273005151,4955.00549725026,Dark red,2021-04
Spain,ES,ES12,Principado De Asturias,3462,6437,1022205,629.717131103839,229423.0,46937060.0,3715.36904953144,13.155856034084803,True,8.72172116692699,3883.1741186943896,Dark red,2021-04
Spain,ES,ES13,Cantabria,886,2176,581641,374.113929382557,229423.0,46937060.0,3715.36904953144,13.155856034084803,True,5.371650297077731,2835.7698305312,Red,2021-04
Spain,ES,ES21,Pais Vasco,7472,14349,2177880,658.851727367899,229423.0,46937060.0,3715.36904953144,13.155856034084803,True,8.492356651702,4039.93792128125,Dark red,2021-04
Spain,ES,ES22,Comunidad Foral De Navarra,1546,3215,649946,494.65647915365304,229423.0,46937060.0,3715.36904953144,13.155856034084803,True,6.35142352409515,3745.08036052226,Red,2021-04
Spain,ES,ES23,La Rioja,1982,4171,313571,1330.16127129103,229423.0,46937060.0,3715.36904953144,13.155856034084803,True,15.801642350314902,4000.05102512669,Dark red,2021-04
Spain,ES,ES24,Aragon,3808,8772,1320586,664.250567551072,229423.0,46937060.0,3715.36904953144,13.155856034084803,True,13.655108114892199,2111.7140420994897,Dark red,2021-04
Spain,ES,ES30,Comunidad De Madrid,30661,65579,6641649,987.390330323087,229423.0,46937060.0,3715.36904953144,13.155856034084803,True,12.5097920814701,3690.2883606164705,Dark red,2021-04
Spain,ES,ES41,Castilla Y Leon,14763,32474,2407733,1348.73758842862,229423.0,46937060.0,3715.36904953144,13.155856034084803,True,7.539258994459059,8132.753922465659,Dark red,2021-04
Spain,ES,ES42,Castilla-La Mancha,13032,27440,2034877,1348.48445385151,229423.0,46937060.0,3715.36904953144,13.155856034084803,True,27.5023741690408,2328.64197688607,Dark red,2021-04
Spain,ES,ES43,Extremadura,4221,11046,1065424,1036.77033744312,229423.0,46937060.0,3715.36904953144,13.155856034084803,True,8.52417302798982,4647.72710207392,Dark red,2021-04
Spain,ES,ES51,Cataluna,27345,61450,7566431,812.139831844102,229423.0,46937060.0,3715.36904953144,13.155856034084803,True,8.53488393868742,4234.37417191804,Dark red,2021-04
Spain,ES,ES52,Comunidad Valenciana,52277,106568,4974969,2142.08369941602,229423.0,46937060.0,3715.36904953144,13.155856034084803,True,30.8049946082273,3411.13683321444,Dark red,2021-04
Spain,ES,ES53,Illes Balears,2880,6957,1188220,585.497635118076,229423.0,46937060.0,3715.36904953144,13.155856034084803,True,7.80995769606248,3103.46568817222,Dark red,2021-04
Spain,ES,ES61,Andalucia,43248,87813,8427405,1041.993353826,229423.0,46937060.0,3715.36904953144,13.155856034084803,True,17.562140365553102,2922.09760893181,Dark red,2021-04
Spain,ES,ES62,Region De Murcia,8845,21175,1487663,1423.37343874251,229423.0,46937060.0,3715.36904953144,13.155856034084803,True,18.221334102426802,3262.9701753690197,Dark red,2021-04
Spain,ES,ES63,Ciudad Autonoma De Ceuta,240,495,84829,583.526859918188,229423.0,46937060.0,3715.36904953144,13.155856034084803,True,9.55414012738854,2961.2514588171503,Dark red,2021-04
Spain,ES,ES64,Ciudad Autonoma De Melilla,438,941,84689,1111.12423100993,229423.0,46937060.0,3715.36904953144,13.155856034084803,True,22.635658914728698,2284.83037938811,Dark red,2021-04
Spain,ES,ES70,Canarias,1944,4030,2206901,182.60900692872,229423.0,46937060.0,3715.36904953144,13.155856034084803,True,5.23932729624838,1681.2716111869101,Red,2021-04
Sweden,SE,SE11,Stockholm,3612,7130,2344124,304.164796742834,20683.0,10230185.0,1888.4115976397302,10.7061515207984,False,10.7061515207984,1888.4115976397302,Red,2021-04
Sweden,SE,SE12,Ostra Mellansverige,2632,5841,1708813,341.81621979701697,20683.0,10230185.0,1888.4115976397302,10.7061515207984,False,10.7061515207984,1888.4115976397302,Red,2021-04
Sweden,SE,SE21,Smaland Med Oarna,2057,4333,864630,501.13921561824094,20683.0,10230185.0,1888.4115976397302,10.7061515207984,False,10.7061515207984,1888.4115976397302,Dark red,2021-04
Sweden,SE,SE22,Sydsverige,4150,9643,1521848,633.637524903933,20683.0,10230185.0,1888.4115976397302,10.7061515207984,False,10.7061515207984,1888.4115976397302,Dark red,2021-04
Sweden,SE,SE23,Vastsverige,9183,10769,2039166,528.1080598636889,20683.0,10230185.0,1888.4115976397302,10.7061515207984,False,10.7061515207984,1888.4115976397302,Dark red,2021-04
Sweden,SE,SE31,Norra Mellansverige,1087,2333,855220,272.79530413227,20683.0,10230185.0,1888.4115976397302,10.7061515207984,False,10.7061515207984,1888.4115976397302,Red,2021-04
Sweden,SE,SE32,Mellersta Norrland,723,1492,375733,397.090487127828,20683.0,10230185.0,1888.4115976397302,10.7061515207984,False,10.7061515207984,1888.4115976397302,Red,2021-04
Sweden,SE,SE33,Ovre Norrland,873,1800,520651,345.721030018189,20683.0,10230185.0,1888.4115976397302,10.7061515207984,False,10.7061515207984,1888.4115976397302,Red,2021-04
