country,region_name,nuts_code,year_week,source,rate_14_day_per_100k
Netherlands,Zeeland,NL34,2021-W01,"Epidemic intelligence, subnational weekly data",527.371081267361
Netherlands,Zeeland,NL34,2021-W02,"Epidemic intelligence, subnational weekly data",496.303180935274
Netherlands,Zeeland,NL34,2021-W03,"Epidemic intelligence, subnational weekly data",436.778128198166
Netherlands,Zeeland,NL34,2021-W04,"Epidemic intelligence, subnational weekly data",391.090039474509
Netherlands,Zuid-Holland,NL33,2020-W15,"Epidemic intelligence, subnational weekly data",
Netherlands,Zuid-Holland,NL33,2020-W16,"Epidemic intelligence, subnational weekly data",99.4031229349992
Netherlands,Zuid-Holland,NL33,2020-W17,"Epidemic intelligence, subnational weekly data",66.6731551446306
Netherlands,Zuid-Holland,NL33,2020-W18,"Epidemic intelligence, subnational weekly data",41.3303464766351
Netherlands,Zuid-Holland,NL33,2020-W19,"Epidemic intelligence, subnational weekly data",28.0388521433141
Netherlands,Zuid-Holland,NL33,2020-W20,"Epidemic intelligence, subnational weekly data",23.3746969310128
Netherlands,Zuid-Holland,NL33,2020-W21,"Epidemic intelligence, subnational weekly data",21.9188334543408
Netherlands,Zuid-Holland,NL33,2020-W22,"Epidemic intelligence, subnational weekly data",17.4164408505586
Netherlands,Zuid-Holland,NL33,2020-W23,"Epidemic intelligence, subnational weekly data",17.76692650235
Netherlands,Zuid-Holland,NL33,2020-W24,"Epidemic intelligence, subnational weekly data",20.8404160642133
Netherlands,Zuid-Holland,NL33,2020-W25,"Epidemic intelligence, subnational weekly data",16.5267465037034
Netherlands,Zuid-Holland,NL33,2020-W26,"Epidemic intelligence, subnational weekly data",13.1027712900487
Netherlands,Zuid-Holland,NL33,2020-W27,"Epidemic intelligence, subnational weekly data",10.5684904232492
Netherlands,Zuid-Holland,NL33,2020-W28,"Epidemic intelligence, subnational weekly data",9.78663781540676
Netherlands,Zuid-Holland,NL33,2020-W29,"Epidemic intelligence, subnational weekly data",16.6885091122225
Netherlands,Zuid-Holland,NL33,2020-W30,"Epidemic intelligence, subnational weekly data",27.3648412744845
Netherlands,Zuid-Holland,NL33,2020-W31,"Epidemic intelligence, subnational weekly data",48.825347338021
Netherlands,Zuid-Holland,NL33,2020-W32,"Epidemic intelligence, subnational weekly data",76.5945951338033
Netherlands,Zuid-Holland,NL33,2020-W33,"Epidemic intelligence, subnational weekly data",90.8297046834858
Netherlands,Zuid-Holland,NL33,2020-W34,"Epidemic intelligence, subnational weekly data",77.4303686111521
Netherlands,Zuid-Holland,NL33,2020-W35,"Epidemic intelligence, subnational weekly data",58.0458160236109
Netherlands,Zuid-Holland,NL33,2020-W36,"Epidemic intelligence, subnational weekly data",80.5038581730154
Netherlands,Zuid-Holland,NL33,2020-W37,"Epidemic intelligence, subnational weekly data",134.209044201363
Netherlands,Zuid-Holland,NL33,2020-W38,"Epidemic intelligence, subnational weekly data",205.465473254036
Netherlands,Zuid-Holland,NL33,2020-W39,"Epidemic intelligence, subnational weekly data",324.091386168057
Netherlands,Zuid-Holland,NL33,2020-W40,"Epidemic intelligence, subnational weekly data",403.489866516192
Netherlands,Zuid-Holland,NL33,2020-W41,"Epidemic intelligence, subnational weekly data",555.978085480215
Netherlands,Zuid-Holland,NL33,2020-W42,"Epidemic intelligence, subnational weekly data",830.327469528643
Netherlands,Zuid-Holland,NL33,2020-W43,"Epidemic intelligence, subnational weekly data",956.987591999114
Netherlands,Zuid-Holland,NL33,2020-W44,"Epidemic intelligence, subnational weekly data",971.060938940277
Netherlands,Zuid-Holland,NL33,2020-W45,"Epidemic intelligence, subnational weekly data",809.109607377885
Netherlands,Zuid-Holland,NL33,2020-W46,"Epidemic intelligence, subnational weekly data",584.44830457958
Netherlands,Zuid-Holland,NL33,2020-W47,"Epidemic intelligence, subnational weekly data",512.383062484312
Netherlands,Zuid-Holland,NL33,2020-W48,"Epidemic intelligence, subnational weekly data",458.111707326148
Netherlands,Zuid-Holland,NL33,2020-W49,"Epidemic intelligence, subnational weekly data",435.54582343773
Netherlands,Zuid-Holland,NL33,2020-W50,"Epidemic intelligence, subnational weekly data",555.897204175956
Netherlands,Zuid-Holland,NL33,2020-W51,"Epidemic intelligence, subnational weekly data",746.183952663947
Netherlands,Zuid-Holland,NL33,2020-W52,"Epidemic intelligence, subnational weekly data",762.737659602404
Netherlands,Zuid-Holland,NL33,2020-W53,"Epidemic intelligence, subnational weekly data",642.898527124489
Netherlands,Zuid-Holland,NL33,2021-W01,"Epidemic intelligence, subnational weekly data",541.122885931209
Netherlands,Zuid-Holland,NL33,2021-W02,"Epidemic intelligence, subnational weekly data",433.335067787969
Netherlands,Zuid-Holland,NL33,2021-W03,"Epidemic intelligence, subnational weekly data",361.161983953688
Netherlands,Zuid-Holland,NL33,2021-W04,"Epidemic intelligence, subnational weekly data",315.706690959816
Norway,Agder,NOG342,2020-W15,"Epidemic intelligence, subnational weekly data",
Norway,Agder,NOG342,2020-W16,"Epidemic intelligence, subnational weekly data",19.6564060227228
Norway,Agder,NOG342,2020-W17,"Epidemic intelligence, subnational weekly data",15.7251248181782
Norway,Agder,NOG342,2020-W18,"Epidemic intelligence, subnational weekly data",9.8282030113614
Norway,Agder,NOG342,2020-W19,"Epidemic intelligence, subnational weekly data",4.25888797158994
Norway,Agder,NOG342,2020-W20,"Epidemic intelligence, subnational weekly data",1.6380338352269
Norway,Agder,NOG342,2020-W21,"Epidemic intelligence, subnational weekly data",0.65521353409076
Norway,Agder,NOG342,2020-W22,"Epidemic intelligence, subnational weekly data",0.0
Norway,Agder,NOG342,2020-W23,"Epidemic intelligence, subnational weekly data",1.31042706818152
Norway,Agder,NOG342,2020-W24,"Epidemic intelligence, subnational weekly data",1.6380338352269
Norway,Agder,NOG342,2020-W25,"Epidemic intelligence, subnational weekly data",1.31042706818152
Norway,Agder,NOG342,2020-W26,"Epidemic intelligence, subnational weekly data",0.98282030113614
Norway,Agder,NOG342,2020-W27,"Epidemic intelligence, subnational weekly data",0.98282030113614
Norway,Agder,NOG342,2020-W28,"Epidemic intelligence, subnational weekly data",0.98282030113614
Norway,Agder,NOG342,2020-W29,"Epidemic intelligence, subnational weekly data",0.65521353409076
Norway,Agder,NOG342,2020-W30,"Epidemic intelligence, subnational weekly data",1.31042706818152
Norway,Agder,NOG342,2020-W31,"Epidemic intelligence, subnational weekly data",0.98282030113614
Norway,Agder,NOG342,2020-W32,"Epidemic intelligence, subnational weekly data",1.6380338352269
Norway,Agder,NOG342,2020-W33,"Epidemic intelligence, subnational weekly data",8.51777594317988
Norway,Agder,NOG342,2020-W34,"Epidemic intelligence, subnational weekly data",10.8110233124975
Norway,Agder,NOG342,2020-W35,"Epidemic intelligence, subnational weekly data",8.84538271022526
Norway,Agder,NOG342,2020-W36,"Epidemic intelligence, subnational weekly data",9.50059624431602
Norway,Agder,NOG342,2020-W37,"Epidemic intelligence, subnational weekly data",7.20734887499836
Norway,Agder,NOG342,2020-W38,"Epidemic intelligence, subnational weekly data",8.51777594317988
Norway,Agder,NOG342,2020-W39,"Epidemic intelligence, subnational weekly data",19.3287992556774
Norway,Agder,NOG342,2020-W40,"Epidemic intelligence, subnational weekly data",20.9668330909043
Norway,Agder,NOG342,2020-W41,"Epidemic intelligence, subnational weekly data",21.6220466249951
Norway,Agder,NOG342,2020-W42,"Epidemic intelligence, subnational weekly data",22.9324736931766
Norway,Agder,NOG342,2020-W43,"Epidemic intelligence, subnational weekly data",19.9840127897682
Norway,Agder,NOG342,2020-W44,"Epidemic intelligence, subnational weekly data",27.1913616647666
Norway,Agder,NOG342,2020-W45,"Epidemic intelligence, subnational weekly data",49.7962285908978
Norway,Agder,NOG342,2020-W46,"Epidemic intelligence, subnational weekly data",81.2464782272543
Norway,Agder,NOG342,2020-W47,"Epidemic intelligence, subnational weekly data",76.3323767215736
Norway,Agder,NOG342,2020-W48,"Epidemic intelligence, subnational weekly data",44.8821270852171
Norway,Agder,NOG342,2020-W49,"Epidemic intelligence, subnational weekly data",27.5189684318119
Norway,Agder,NOG342,2020-W50,"Epidemic intelligence, subnational weekly data",23.260080460222
Norway,Agder,NOG342,2020-W51,"Epidemic intelligence, subnational weekly data",24.2429007613581
Norway,Agder,NOG342,2020-W52,"Epidemic intelligence, subnational weekly data",24.2429007613581
Norway,Agder,NOG342,2020-W53,"Epidemic intelligence, subnational weekly data",21.9496533920405
Norway,Agder,NOG342,2021-W01,"Epidemic intelligence, subnational weekly data",47.5029812215801
Norway,Agder,NOG342,2021-W02,"Epidemic intelligence, subnational weekly data",50.4514421249885
Norway,Agder,NOG342,2021-W03,"Epidemic intelligence, subnational weekly data",30.7950361022657
Norway,Agder,NOG342,2021-W04,"Epidemic intelligence, subnational weekly data",45.2097338522625
Norway,Innlandet,NOG334,2020-W15,"Epidemic intelligence, subnational weekly data",
Norway,Innlandet,NOG334,2020-W16,"Epidemic intelligence, subnational weekly data",9.97159443099926
Norway,Innlandet,NOG334,2020-W17,"Epidemic intelligence, subnational weekly data",7.81557401348591
Norway,Innlandet,NOG334,2020-W18,"Epidemic intelligence, subnational weekly data",9.43258932662092
Norway,Innlandet,NOG334,2020-W19,"Epidemic intelligence, subnational weekly data",9.43258932662092
Norway,Innlandet,NOG334,2020-W20,"Epidemic intelligence, subnational weekly data",7.27656890910757
Norway,Innlandet,NOG334,2020-W21,"Epidemic intelligence, subnational weekly data",6.46806125254006
Norway,Innlandet,NOG334,2020-W22,"Epidemic intelligence, subnational weekly data",7.54607146129674
Norway,Innlandet,NOG334,2020-W23,"Epidemic intelligence, subnational weekly data",5.39005104378338
Norway,Innlandet,NOG334,2020-W24,"Epidemic intelligence, subnational weekly data",1.34751276094585
Norway,Innlandet,NOG334,2020-W25,"Epidemic intelligence, subnational weekly data",0.808507656567508
Norway,Innlandet,NOG334,2020-W26,"Epidemic intelligence, subnational weekly data",0.539005104378339
Norway,Innlandet,NOG334,2020-W27,"Epidemic intelligence, subnational weekly data",0.269502552189169
Norway,Innlandet,NOG334,2020-W28,"Epidemic intelligence, subnational weekly data",-1.88651786532419
Norway,Innlandet,NOG334,2020-W29,"Epidemic intelligence, subnational weekly data",-1.07801020875668
Norway,Innlandet,NOG334,2020-W30,"Epidemic intelligence, subnational weekly data",1.88651786532419
Norway,Innlandet,NOG334,2020-W31,"Epidemic intelligence, subnational weekly data",2.96452807408086
Norway,Innlandet,NOG334,2020-W32,"Epidemic intelligence, subnational weekly data",3.5035331784592
Norway,Innlandet,NOG334,2020-W33,"Epidemic intelligence, subnational weekly data",7.54607146129674
Norway,Innlandet,NOG334,2020-W34,"Epidemic intelligence, subnational weekly data",7.27656890910757
Norway,Innlandet,NOG334,2020-W35,"Epidemic intelligence, subnational weekly data",7.54607146129674
Norway,Innlandet,NOG334,2020-W36,"Epidemic intelligence, subnational weekly data",10.7801020875668
Norway,Innlandet,NOG334,2020-W37,"Epidemic intelligence, subnational weekly data",7.81557401348591
Norway,Innlandet,NOG334,2020-W38,"Epidemic intelligence, subnational weekly data",9.43258932662092
Norway,Innlandet,NOG334,2020-W39,"Epidemic intelligence, subnational weekly data",15.3616454747827
Norway,Innlandet,NOG334,2020-W40,"Epidemic intelligence, subnational weekly data",20.4821939663769
Norway,Innlandet,NOG334,2020-W41,"Epidemic intelligence, subnational weekly data",18.3261735488635
Norway,Innlandet,NOG334,2020-W42,"Epidemic intelligence, subnational weekly data",14.283635266026
Norway,Innlandet,NOG334,2020-W43,"Epidemic intelligence, subnational weekly data",53.9005104378338
Norway,Innlandet,NOG334,2020-W44,"Epidemic intelligence, subnational weekly data",111.035051501938
Norway,Innlandet,NOG334,2020-W45,"Epidemic intelligence, subnational weekly data",115.077589784775
Norway,Innlandet,NOG334,2020-W46,"Epidemic intelligence, subnational weekly data",82.1982784176966
Norway,Innlandet,NOG334,2020-W47,"Epidemic intelligence, subnational weekly data",59.8295665859956
Norway,Innlandet,NOG334,2020-W48,"Epidemic intelligence, subnational weekly data",74.9217095085891
Norway,Innlandet,NOG334,2020-W49,"Epidemic intelligence, subnational weekly data",90.5528575355609
Norway,Innlandet,NOG334,2020-W50,"Epidemic intelligence, subnational weekly data",117.772615306667
Norway,Innlandet,NOG334,2020-W51,"Epidemic intelligence, subnational weekly data",150.112921569367
Norway,Innlandet,NOG334,2020-W52,"Epidemic intelligence, subnational weekly data",129.091722498612
Norway,Innlandet,NOG334,2020-W53,"Epidemic intelligence, subnational weekly data",100.793954518749
Norway,Innlandet,NOG334,2021-W01,"Epidemic intelligence, subnational weekly data",93.5173856096417
Norway,Innlandet,NOG334,2021-W02,"Epidemic intelligence, subnational weekly data",74.6522069563999
Norway,Innlandet,NOG334,2021-W03,"Epidemic intelligence, subnational weekly data",53.9005104378338
Norway,Innlandet,NOG334,2021-W04,"Epidemic intelligence, subnational weekly data",33.1488139192678
Norway,Møre Og Romsdal,NOG315,2020-W15,"Epidemic intelligence, subnational weekly data",
Norway,Møre Og Romsdal,NOG315,2020-W16,"Epidemic intelligence, subnational weekly data",0.754802430463826
Norway,Møre Og Romsdal,NOG315,2020-W17,"Epidemic intelligence, subnational weekly data",1.50960486092765
Norway,Møre Og Romsdal,NOG315,2020-W18,"Epidemic intelligence, subnational weekly data",1.88700607615957
Norway,Møre Og Romsdal,NOG315,2020-W19,"Epidemic intelligence, subnational weekly data",2.64180850662339
Norway,Møre Og Romsdal,NOG315,2020-W20,"Epidemic intelligence, subnational weekly data",3.77401215231913
Norway,Møre Og Romsdal,NOG315,2020-W21,"Epidemic intelligence, subnational weekly data",1.50960486092765
Norway,Møre Og Romsdal,NOG315,2020-W22,"Epidemic intelligence, subnational weekly data",2.64180850662339
Norway,Møre Og Romsdal,NOG315,2020-W23,"Epidemic intelligence, subnational weekly data",4.52881458278296
Norway,Møre Og Romsdal,NOG315,2020-W24,"Epidemic intelligence, subnational weekly data",2.64180850662339
Norway,Møre Og Romsdal,NOG315,2020-W25,"Epidemic intelligence, subnational weekly data",1.13220364569574
Norway,Møre Og Romsdal,NOG315,2020-W26,"Epidemic intelligence, subnational weekly data",3.0192097218553
Norway,Møre Og Romsdal,NOG315,2020-W27,"Epidemic intelligence, subnational weekly data",4.15141336755104
Norway,Møre Og Romsdal,NOG315,2020-W28,"Epidemic intelligence, subnational weekly data",1.88700607615957
Norway,Møre Og Romsdal,NOG315,2020-W29,"Epidemic intelligence, subnational weekly data",0.377401215231913
Norway,Møre Og Romsdal,NOG315,2020-W30,"Epidemic intelligence, subnational weekly data",0.0
Norway,Møre Og Romsdal,NOG315,2020-W31,"Epidemic intelligence, subnational weekly data",0.754802430463826
Norway,Møre Og Romsdal,NOG315,2020-W32,"Epidemic intelligence, subnational weekly data",1.88700607615957
Norway,Møre Og Romsdal,NOG315,2020-W33,"Epidemic intelligence, subnational weekly data",3.0192097218553
Norway,Møre Og Romsdal,NOG315,2020-W34,"Epidemic intelligence, subnational weekly data",4.52881458278296
Norway,Møre Og Romsdal,NOG315,2020-W35,"Epidemic intelligence, subnational weekly data",5.28361701324678
Norway,Møre Og Romsdal,NOG315,2020-W36,"Epidemic intelligence, subnational weekly data",4.90621579801487
Norway,Møre Og Romsdal,NOG315,2020-W37,"Epidemic intelligence, subnational weekly data",4.15141336755104
Norway,Møre Og Romsdal,NOG315,2020-W38,"Epidemic intelligence, subnational weekly data",4.52881458278296
Norway,Møre Og Romsdal,NOG315,2020-W39,"Epidemic intelligence, subnational weekly data",7.17062308940635
Norway,Møre Og Romsdal,NOG315,2020-W40,"Epidemic intelligence, subnational weekly data",23.0214741291467
Norway,Møre Og Romsdal,NOG315,2020-W41,"Epidemic intelligence, subnational weekly data",33.5887081556403
Norway,Møre Og Romsdal,NOG315,2020-W42,"Epidemic intelligence, subnational weekly data",25.6632826357701
Norway,Møre Og Romsdal,NOG315,2020-W43,"Epidemic intelligence, subnational weekly data",28.3050911423935
Norway,Møre Og Romsdal,NOG315,2020-W44,"Epidemic intelligence, subnational weekly data",46.0429482582934
Norway,Møre Og Romsdal,NOG315,2020-W45,"Epidemic intelligence, subnational weekly data",50.1943616258444
Norway,Møre Og Romsdal,NOG315,2020-W46,"Epidemic intelligence, subnational weekly data",37.3627203079594
Norway,Møre Og Romsdal,NOG315,2020-W47,"Epidemic intelligence, subnational weekly data",38.872325168887
Norway,Møre Og Romsdal,NOG315,2020-W48,"Epidemic intelligence, subnational weekly data",38.872325168887
Norway,Møre Og Romsdal,NOG315,2020-W49,"Epidemic intelligence, subnational weekly data",29.0598935728573
Norway,Møre Og Romsdal,NOG315,2020-W50,"Epidemic intelligence, subnational weekly data",33.9661093708722
Norway,Møre Og Romsdal,NOG315,2020-W51,"Epidemic intelligence, subnational weekly data",31.7017020794807
Norway,Møre Og Romsdal,NOG315,2020-W52,"Epidemic intelligence, subnational weekly data",41.1367324602785
Norway,Møre Og Romsdal,NOG315,2020-W53,"Epidemic intelligence, subnational weekly data",67.5548175265124
Norway,Møre Og Romsdal,NOG315,2021-W01,"Epidemic intelligence, subnational weekly data",80.7638600596294
Norway,Møre Og Romsdal,NOG315,2021-W02,"Epidemic intelligence, subnational weekly data",66.4226138808167
Norway,Møre Og Romsdal,NOG315,2021-W03,"Epidemic intelligence, subnational weekly data",40.3819300298147
Norway,Møre Og Romsdal,NOG315,2021-W04,"Epidemic intelligence, subnational weekly data",30.569498433785
Norway,Nordland,NOG318,2020-W15,"Epidemic intelligence, subnational weekly data",
Norway,Nordland,NOG318,2020-W16,"Epidemic intelligence, subnational weekly data",10.7382106836936
Norway,Nordland,NOG318,2020-W17,"Epidemic intelligence, subnational weekly data",4.13008103218985
Norway,Nordland,NOG318,2020-W18,"Epidemic intelligence, subnational weekly data",2.06504051609493
Norway,Nordland,NOG318,2020-W19,"Epidemic intelligence, subnational weekly data",0.82601620643797
Norway,Nordland,NOG318,2020-W20,"Epidemic intelligence, subnational weekly data",0.82601620643797
Norway,Nordland,NOG318,2020-W21,"Epidemic intelligence, subnational weekly data",2.06504051609493
Norway,Nordland,NOG318,2020-W22,"Epidemic intelligence, subnational weekly data",1.65203241287594
Norway,Nordland,NOG318,2020-W23,"Epidemic intelligence, subnational weekly data",0.0
Norway,Nordland,NOG318,2020-W24,"Epidemic intelligence, subnational weekly data",0.413008103218985
Norway,Nordland,NOG318,2020-W25,"Epidemic intelligence, subnational weekly data",1.65203241287594
Norway,Nordland,NOG318,2020-W26,"Epidemic intelligence, subnational weekly data",2.06504051609493
Norway,Nordland,NOG318,2020-W27,"Epidemic intelligence, subnational weekly data",1.23902430965696
Norway,Nordland,NOG318,2020-W28,"Epidemic intelligence, subnational weekly data",1.23902430965696
Norway,Nordland,NOG318,2020-W29,"Epidemic intelligence, subnational weekly data",0.82601620643797
Norway,Nordland,NOG318,2020-W30,"Epidemic intelligence, subnational weekly data",0.0
Norway,Nordland,NOG318,2020-W31,"Epidemic intelligence, subnational weekly data",0.413008103218985
Norway,Nordland,NOG318,2020-W32,"Epidemic intelligence, subnational weekly data",3.30406482575188
Norway,Nordland,NOG318,2020-W33,"Epidemic intelligence, subnational weekly data",5.78211344506579
Norway,Nordland,NOG318,2020-W34,"Epidemic intelligence, subnational weekly data",15.6943079223214
Norway,Nordland,NOG318,2020-W35,"Epidemic intelligence, subnational weekly data",14.8682917158835
Norway,Nordland,NOG318,2020-W36,"Epidemic intelligence, subnational weekly data",3.71707292897087
Norway,Nordland,NOG318,2020-W37,"Epidemic intelligence, subnational weekly data",8.2601620643797
Norway,Nordland,NOG318,2020-W38,"Epidemic intelligence, subnational weekly data",9.49918637403666
Norway,Nordland,NOG318,2020-W39,"Epidemic intelligence, subnational weekly data",4.54308913540884
Norway,Nordland,NOG318,2020-W40,"Epidemic intelligence, subnational weekly data",4.13008103218985
Norway,Nordland,NOG318,2020-W41,"Epidemic intelligence, subnational weekly data",5.36910534184681
Norway,Nordland,NOG318,2020-W42,"Epidemic intelligence, subnational weekly data",7.84715396116072
Norway,Nordland,NOG318,2020-W43,"Epidemic intelligence, subnational weekly data",18.1723565416354
Norway,Nordland,NOG318,2020-W44,"Epidemic intelligence, subnational weekly data",31.3886158446429
Norway,Nordland,NOG318,2020-W45,"Epidemic intelligence, subnational weekly data",60.2991830699718
Norway,Nordland,NOG318,2020-W46,"Epidemic intelligence, subnational weekly data",65.2552803085997
Norway,Nordland,NOG318,2020-W47,"Epidemic intelligence, subnational weekly data",41.7138184251175
Norway,Nordland,NOG318,2020-W48,"Epidemic intelligence, subnational weekly data",30.9756077414239
Norway,Nordland,NOG318,2020-W49,"Epidemic intelligence, subnational weekly data",18.9983727480733
Norway,Nordland,NOG318,2020-W50,"Epidemic intelligence, subnational weekly data",23.9544699867011
Norway,Nordland,NOG318,2020-W51,"Epidemic intelligence, subnational weekly data",24.7804861931391
Norway,Nordland,NOG318,2020-W52,"Epidemic intelligence, subnational weekly data",15.6943079223214
Norway,Nordland,NOG318,2020-W53,"Epidemic intelligence, subnational weekly data",30.9756077414239
Norway,Nordland,NOG318,2021-W01,"Epidemic intelligence, subnational weekly data",64.8422722053807
Norway,Nordland,NOG318,2021-W02,"Epidemic intelligence, subnational weekly data",54.1040615216871
Norway,Nordland,NOG318,2021-W03,"Epidemic intelligence, subnational weekly data",42.9528427347745
Norway,Nordland,NOG318,2021-W04,"Epidemic intelligence, subnational weekly data",49.5609723862782
Norway,Oslo,NOG303,2020-W15,"Epidemic intelligence, subnational weekly data",
Norway,Oslo,NOG303,2020-W16,"Epidemic intelligence, subnational weekly data",70.7708887913301
Norway,Oslo,NOG303,2020-W17,"Epidemic intelligence, subnational weekly data",45.2228915928002
Norway,Oslo,NOG303,2020-W18,"Epidemic intelligence, subnational weekly data",37.8815130874755
Norway,Oslo,NOG303,2020-W19,"Epidemic intelligence, subnational weekly data",29.0718588810858
Norway,Oslo,NOG303,2020-W20,"Epidemic intelligence, subnational weekly data",14.9764121508624
Norway,Oslo,NOG303,2020-W21,"Epidemic intelligence, subnational weekly data",11.3057228982
Norway,Oslo,NOG303,2020-W22,"Epidemic intelligence, subnational weekly data",10.1311023373481
Norway,Oslo,NOG303,2020-W23,"Epidemic intelligence, subnational weekly data",15.8573775715014
Norway,Oslo,NOG303,2020-W24,"Epidemic intelligence, subnational weekly data",19.5280668241637
Norway,Oslo,NOG303,2020-W25,"Epidemic intelligence, subnational weekly data",15.4168948611819
Norway,Oslo,NOG303,2020-W26,"Epidemic intelligence, subnational weekly data",14.5359294405429
Norway,Oslo,NOG303,2020-W27,"Epidemic intelligence, subnational weekly data",8.80965420638964
Norway,Oslo,NOG303,2020-W28,"Epidemic intelligence, subnational weekly data",4.69848224340781
Norway,Oslo,NOG303,2020-W29,"Epidemic intelligence, subnational weekly data",6.01993037436626
Norway,Oslo,NOG303,2020-W30,"Epidemic intelligence, subnational weekly data",7.92868878575068
Norway,Oslo,NOG303,2020-W31,"Epidemic intelligence, subnational weekly data",11.599378038413
Norway,Oslo,NOG303,2020-W32,"Epidemic intelligence, subnational weekly data",23.9328939273585
Norway,Oslo,NOG303,2020-W33,"Epidemic intelligence, subnational weekly data",35.2386168255586
Norway,Oslo,NOG303,2020-W34,"Epidemic intelligence, subnational weekly data",36.7068925266235
Norway,Oslo,NOG303,2020-W35,"Epidemic intelligence, subnational weekly data",32.8893757038547
Norway,Oslo,NOG303,2020-W36,"Epidemic intelligence, subnational weekly data",35.2386168255586
Norway,Oslo,NOG303,2020-W37,"Epidemic intelligence, subnational weekly data",59.7588210333431
Norway,Oslo,NOG303,2020-W38,"Epidemic intelligence, subnational weekly data",81.1956462688912
Norway,Oslo,NOG303,2020-W39,"Epidemic intelligence, subnational weekly data",87.5092317834704
Norway,Oslo,NOG303,2020-W40,"Epidemic intelligence, subnational weekly data",86.3346112226185
Norway,Oslo,NOG303,2020-W41,"Epidemic intelligence, subnational weekly data",93.5291621578367
Norway,Oslo,NOG303,2020-W42,"Epidemic intelligence, subnational weekly data",92.2077140268783
Norway,Oslo,NOG303,2020-W43,"Epidemic intelligence, subnational weekly data",121.426400478071
Norway,Oslo,NOG303,2020-W44,"Epidemic intelligence, subnational weekly data",178.248670109284
Norway,Oslo,NOG303,2020-W45,"Epidemic intelligence, subnational weekly data",245.202042077845
Norway,Oslo,NOG303,2020-W46,"Epidemic intelligence, subnational weekly data",315.972930869175
Norway,Oslo,NOG303,2020-W47,"Epidemic intelligence, subnational weekly data",341.520928067705
Norway,Oslo,NOG303,2020-W48,"Epidemic intelligence, subnational weekly data",308.484724793744
Norway,Oslo,NOG303,2020-W49,"Epidemic intelligence, subnational weekly data",218.919907028783
Norway,Oslo,NOG303,2020-W50,"Epidemic intelligence, subnational weekly data",192.63777197972
Norway,Oslo,NOG303,2020-W51,"Epidemic intelligence, subnational weekly data",207.907839270796
Norway,Oslo,NOG303,2020-W52,"Epidemic intelligence, subnational weekly data",194.546530391105
Norway,Oslo,NOG303,2020-W53,"Epidemic intelligence, subnational weekly data",208.201494411009
Norway,Oslo,NOG303,2021-W01,"Epidemic intelligence, subnational weekly data",261.499902359666
Norway,Oslo,NOG303,2021-W02,"Epidemic intelligence, subnational weekly data",254.305351424448
Norway,Oslo,NOG303,2021-W03,"Epidemic intelligence, subnational weekly data",217.451631327718
Norway,Oslo,NOG303,2021-W04,"Epidemic intelligence, subnational weekly data",193.812392540572
Norway,Rogaland,NOG311,2020-W15,"Epidemic intelligence, subnational weekly data",
Norway,Rogaland,NOG311,2020-W16,"Epidemic intelligence, subnational weekly data",3.36378964541452
Norway,Rogaland,NOG311,2020-W17,"Epidemic intelligence, subnational weekly data",8.1992372606979
Norway,Rogaland,NOG311,2020-W18,"Epidemic intelligence, subnational weekly data",8.40947411353631
Norway,Rogaland,NOG311,2020-W19,"Epidemic intelligence, subnational weekly data",3.15355279257612
Norway,Rogaland,NOG311,2020-W20,"Epidemic intelligence, subnational weekly data",0.630710558515223
Norway,Rogaland,NOG311,2020-W21,"Epidemic intelligence, subnational weekly data",0.210236852838408
Norway,Rogaland,NOG311,2020-W22,"Epidemic intelligence, subnational weekly data",0.0
Norway,Rogaland,NOG311,2020-W23,"Epidemic intelligence, subnational weekly data",0.420473705676816
Norway,Rogaland,NOG311,2020-W24,"Epidemic intelligence, subnational weekly data",0.630710558515223
Norway,Rogaland,NOG311,2020-W25,"Epidemic intelligence, subnational weekly data",0.420473705676816
Norway,Rogaland,NOG311,2020-W26,"Epidemic intelligence, subnational weekly data",0.840947411353631
Norway,Rogaland,NOG311,2020-W27,"Epidemic intelligence, subnational weekly data",0.420473705676816
Norway,Rogaland,NOG311,2020-W28,"Epidemic intelligence, subnational weekly data",0.840947411353631
Norway,Rogaland,NOG311,2020-W29,"Epidemic intelligence, subnational weekly data",1.47165796986885
Norway,Rogaland,NOG311,2020-W30,"Epidemic intelligence, subnational weekly data",1.89213167554567
Norway,Rogaland,NOG311,2020-W31,"Epidemic intelligence, subnational weekly data",3.99450020392975
Norway,Rogaland,NOG311,2020-W32,"Epidemic intelligence, subnational weekly data",5.67639502663701
Norway,Rogaland,NOG311,2020-W33,"Epidemic intelligence, subnational weekly data",7.77876355502109
Norway,Rogaland,NOG311,2020-W34,"Epidemic intelligence, subnational weekly data",6.72757929082905
Norway,Rogaland,NOG311,2020-W35,"Epidemic intelligence, subnational weekly data",5.04568446812179
Norway,Rogaland,NOG311,2020-W36,"Epidemic intelligence, subnational weekly data",9.25042152488994
Norway,Rogaland,NOG311,2020-W37,"Epidemic intelligence, subnational weekly data",13.2449217288197
Norway,Rogaland,NOG311,2020-W38,"Epidemic intelligence, subnational weekly data",21.8646326951944
Norway,Rogaland,NOG311,2020-W39,"Epidemic intelligence, subnational weekly data",23.9670012235785
Norway,Rogaland,NOG311,2020-W40,"Epidemic intelligence, subnational weekly data",17.029185079911
Norway,Rogaland,NOG311,2020-W41,"Epidemic intelligence, subnational weekly data",18.5008430497799
