country,region_name,nuts_code,year_week,source,rate_14_day_per_100k
Austria,Burgenland,AT11,2020-W13,"Epidemic intelligence, subnational weekly data",
Austria,Burgenland,AT11,2020-W14,"Epidemic intelligence, subnational weekly data",38.509642746385
Austria,Burgenland,AT11,2020-W15,"Epidemic intelligence, subnational weekly data",37.1464695518227
Austria,Burgenland,AT11,2020-W16,"Epidemic intelligence, subnational weekly data",27.9450504885272
Austria,Burgenland,AT11,2020-W17,"Epidemic intelligence, subnational weekly data",13.9725252442636
Austria,Burgenland,AT11,2020-W18,"Epidemic intelligence, subnational weekly data",6.47507267417094
Austria,Burgenland,AT11,2020-W19,"Epidemic intelligence, subnational weekly data",3.74872628504633
Austria,Burgenland,AT11,2020-W20,"Epidemic intelligence, subnational weekly data",3.06713968776518
Austria,Burgenland,AT11,2020-W21,"Epidemic intelligence, subnational weekly data",2.7263463891246
Austria,Burgenland,AT11,2020-W22,"Epidemic intelligence, subnational weekly data",1.3631731945623
Austria,Burgenland,AT11,2020-W23,"Epidemic intelligence, subnational weekly data",0.681586597281151
Austria,Burgenland,AT11,2020-W24,"Epidemic intelligence, subnational weekly data",0.340793298640576
Austria,Burgenland,AT11,2020-W25,"Epidemic intelligence, subnational weekly data",2.38555309048403
Austria,Burgenland,AT11,2020-W26,"Epidemic intelligence, subnational weekly data",3.40793298640576
Austria,Burgenland,AT11,2020-W27,"Epidemic intelligence, subnational weekly data",4.77110618096806
Austria,Burgenland,AT11,2020-W28,"Epidemic intelligence, subnational weekly data",7.49745257009266
Austria,Burgenland,AT11,2020-W29,"Epidemic intelligence, subnational weekly data",8.86062576465496
Austria,Burgenland,AT11,2020-W30,"Epidemic intelligence, subnational weekly data",11.246178855139
Austria,Burgenland,AT11,2020-W31,"Epidemic intelligence, subnational weekly data",11.246178855139
Austria,Burgenland,AT11,2020-W32,"Epidemic intelligence, subnational weekly data",7.83824586873324
Austria,Burgenland,AT11,2020-W33,"Epidemic intelligence, subnational weekly data",7.49745257009266
Austria,Burgenland,AT11,2020-W34,"Epidemic intelligence, subnational weekly data",16.0172850361071
Austria,Burgenland,AT11,2020-W35,"Epidemic intelligence, subnational weekly data",23.5147376061997
Austria,Burgenland,AT11,2020-W36,"Epidemic intelligence, subnational weekly data",27.9450504885272
Austria,Burgenland,AT11,2020-W37,"Epidemic intelligence, subnational weekly data",35.4425030586199
Austria,Burgenland,AT11,2020-W38,"Epidemic intelligence, subnational weekly data",52.8229612892892
Austria,Burgenland,AT11,2020-W39,"Epidemic intelligence, subnational weekly data",72.9297659090832
Austria,Burgenland,AT11,2020-W40,"Epidemic intelligence, subnational weekly data",89.6286375424714
Austria,Burgenland,AT11,2020-W41,"Epidemic intelligence, subnational weekly data",124.730347302451
Austria,Burgenland,AT11,2020-W42,"Epidemic intelligence, subnational weekly data",153.016191089618
Austria,Burgenland,AT11,2020-W43,"Epidemic intelligence, subnational weekly data",286.947957455365
Austria,Burgenland,AT11,2020-W44,"Epidemic intelligence, subnational weekly data",522.436126816002
Austria,Burgenland,AT11,2020-W45,"Epidemic intelligence, subnational weekly data",752.13081009975
Austria,Burgenland,AT11,2020-W46,"Epidemic intelligence, subnational weekly data",942.975057338473
Austria,Burgenland,AT11,2020-W47,"Epidemic intelligence, subnational weekly data",826.423749203396
Austria,Burgenland,AT11,2020-W48,"Epidemic intelligence, subnational weekly data",624.674116408175
Austria,Burgenland,AT11,2020-W49,"Epidemic intelligence, subnational weekly data",447.120807816435
Austria,Burgenland,AT11,2020-W50,"Epidemic intelligence, subnational weekly data",295.80858322002
Austria,Burgenland,AT11,2020-W51,"Epidemic intelligence, subnational weekly data",271.612259016539
Austria,Burgenland,AT11,2020-W52,"Epidemic intelligence, subnational weekly data",220.152470921812
Austria,Burgenland,AT11,2020-W53,"Epidemic intelligence, subnational weekly data",251.505454396745
Austria,Burgenland,AT11,2021-W01,"Epidemic intelligence, subnational weekly data",280.132091482553
Austria,Burgenland,AT11,2021-W02,"Epidemic intelligence, subnational weekly data",238.896102347043
Austria,Burgenland,AT11,2021-W03,"Epidemic intelligence, subnational weekly data",212.99581165036
Austria,Burgenland,AT11,2021-W04,"Epidemic intelligence, subnational weekly data",202.090426093861
Austria,Karnten,AT21,2020-W13,"Epidemic intelligence, subnational weekly data",
Austria,Karnten,AT21,2020-W14,"Epidemic intelligence, subnational weekly data",24.2450605146014
Austria,Karnten,AT21,2020-W15,"Epidemic intelligence, subnational weekly data",25.3146955373044
Austria,Karnten,AT21,2020-W16,"Epidemic intelligence, subnational weekly data",14.7966178140582
Austria,Karnten,AT21,2020-W17,"Epidemic intelligence, subnational weekly data",3.92199508324435
Austria,Karnten,AT21,2020-W18,"Epidemic intelligence, subnational weekly data",1.60445253405451
Austria,Karnten,AT21,2020-W19,"Epidemic intelligence, subnational weekly data",0.178272503783834
Austria,Karnten,AT21,2020-W20,"Epidemic intelligence, subnational weekly data",0.0
Austria,Karnten,AT21,2020-W21,"Epidemic intelligence, subnational weekly data",0.356545007567668
Austria,Karnten,AT21,2020-W22,"Epidemic intelligence, subnational weekly data",0.89136251891917
Austria,Karnten,AT21,2020-W23,"Epidemic intelligence, subnational weekly data",0.356545007567668
Austria,Karnten,AT21,2020-W24,"Epidemic intelligence, subnational weekly data",0.534817511351502
Austria,Karnten,AT21,2020-W25,"Epidemic intelligence, subnational weekly data",1.78272503783834
Austria,Karnten,AT21,2020-W26,"Epidemic intelligence, subnational weekly data",1.78272503783834
Austria,Karnten,AT21,2020-W27,"Epidemic intelligence, subnational weekly data",1.78272503783834
Austria,Karnten,AT21,2020-W28,"Epidemic intelligence, subnational weekly data",2.85236006054134
Austria,Karnten,AT21,2020-W29,"Epidemic intelligence, subnational weekly data",3.03063256432518
Austria,Karnten,AT21,2020-W30,"Epidemic intelligence, subnational weekly data",1.96099754162217
Austria,Karnten,AT21,2020-W31,"Epidemic intelligence, subnational weekly data",3.74372257946051
Austria,Karnten,AT21,2020-W32,"Epidemic intelligence, subnational weekly data",8.20053517405636
Austria,Karnten,AT21,2020-W33,"Epidemic intelligence, subnational weekly data",21.2144279502762
Austria,Karnten,AT21,2020-W34,"Epidemic intelligence, subnational weekly data",22.4623354767631
Austria,Karnten,AT21,2020-W35,"Epidemic intelligence, subnational weekly data",10.3398052194624
Austria,Karnten,AT21,2020-W36,"Epidemic intelligence, subnational weekly data",7.48744515892102
Austria,Karnten,AT21,2020-W37,"Epidemic intelligence, subnational weekly data",12.835620272436
Austria,Karnten,AT21,2020-W38,"Epidemic intelligence, subnational weekly data",22.9971529881146
Austria,Karnten,AT21,2020-W39,"Epidemic intelligence, subnational weekly data",36.7241357794698
Austria,Karnten,AT21,2020-W40,"Epidemic intelligence, subnational weekly data",40.1113133513626
Austria,Karnten,AT21,2020-W41,"Epidemic intelligence, subnational weekly data",68.1000964454245
Austria,Karnten,AT21,2020-W42,"Epidemic intelligence, subnational weekly data",98.2281495848925
Austria,Karnten,AT21,2020-W43,"Epidemic intelligence, subnational weekly data",153.136080750313
Austria,Karnten,AT21,2020-W44,"Epidemic intelligence, subnational weekly data",310.015884080087
Austria,Karnten,AT21,2020-W45,"Epidemic intelligence, subnational weekly data",564.94556449097
Austria,Karnten,AT21,2020-W46,"Epidemic intelligence, subnational weekly data",1076.76592285436
Austria,Karnten,AT21,2020-W47,"Epidemic intelligence, subnational weekly data",1237.21117625981
Austria,Karnten,AT21,2020-W48,"Epidemic intelligence, subnational weekly data",1021.32317417758
Austria,Karnten,AT21,2020-W49,"Epidemic intelligence, subnational weekly data",797.591181928873
Austria,Karnten,AT21,2020-W50,"Epidemic intelligence, subnational weekly data",615.218410558011
Austria,Karnten,AT21,2020-W51,"Epidemic intelligence, subnational weekly data",535.352328862853
Austria,Karnten,AT21,2020-W52,"Epidemic intelligence, subnational weekly data",385.246880676865
Austria,Karnten,AT21,2020-W53,"Epidemic intelligence, subnational weekly data",347.80965488226
Austria,Karnten,AT21,2021-W01,"Epidemic intelligence, subnational weekly data",362.428000192534
Austria,Karnten,AT21,2021-W02,"Epidemic intelligence, subnational weekly data",301.102258890895
Austria,Karnten,AT21,2021-W03,"Epidemic intelligence, subnational weekly data",230.14980238493
Austria,Karnten,AT21,2021-W04,"Epidemic intelligence, subnational weekly data",474.026587561214
Austria,Niederosterreich,AT12,2020-W13,"Epidemic intelligence, subnational weekly data",
Austria,Niederosterreich,AT12,2020-W14,"Epidemic intelligence, subnational weekly data",62.8300215434248
Austria,Niederosterreich,AT12,2020-W15,"Epidemic intelligence, subnational weekly data",62.0550782037052
Austria,Niederosterreich,AT12,2020-W16,"Epidemic intelligence, subnational weekly data",34.1571179737974
Austria,Niederosterreich,AT12,2020-W17,"Epidemic intelligence, subnational weekly data",9.29932007663594
Austria,Niederosterreich,AT12,2020-W18,"Epidemic intelligence, subnational weekly data",9.12048699823909
Austria,Niederosterreich,AT12,2020-W19,"Epidemic intelligence, subnational weekly data",7.21293416200608
Austria,Niederosterreich,AT12,2020-W20,"Epidemic intelligence, subnational weekly data",8.64359878918084
Austria,Niederosterreich,AT12,2020-W21,"Epidemic intelligence, subnational weekly data",9.06087597210681
Austria,Niederosterreich,AT12,2020-W22,"Epidemic intelligence, subnational weekly data",4.11316080312743
Austria,Niederosterreich,AT12,2020-W23,"Epidemic intelligence, subnational weekly data",2.08638591462986
Austria,Niederosterreich,AT12,2020-W24,"Epidemic intelligence, subnational weekly data",3.39782848954005
Austria,Niederosterreich,AT12,2020-W25,"Epidemic intelligence, subnational weekly data",4.232382855392
Austria,Niederosterreich,AT12,2020-W26,"Epidemic intelligence, subnational weekly data",5.1861592735085
Austria,Niederosterreich,AT12,2020-W27,"Epidemic intelligence, subnational weekly data",4.70927106445025
Austria,Niederosterreich,AT12,2020-W28,"Epidemic intelligence, subnational weekly data",4.82849311671481
Austria,Niederosterreich,AT12,2020-W29,"Epidemic intelligence, subnational weekly data",10.6107626515461
Austria,Niederosterreich,AT12,2020-W30,"Epidemic intelligence, subnational weekly data",14.7835344808059
Austria,Niederosterreich,AT12,2020-W31,"Epidemic intelligence, subnational weekly data",12.27987138325
Austria,Niederosterreich,AT12,2020-W32,"Epidemic intelligence, subnational weekly data",9.65698623342963
Austria,Niederosterreich,AT12,2020-W33,"Epidemic intelligence, subnational weekly data",15.2604226898641
Austria,Niederosterreich,AT12,2020-W34,"Epidemic intelligence, subnational weekly data",20.8042481201663
Austria,Niederosterreich,AT12,2020-W35,"Epidemic intelligence, subnational weekly data",23.9040214790449
Austria,Niederosterreich,AT12,2020-W36,"Epidemic intelligence, subnational weekly data",32.7860643727549
Austria,Niederosterreich,AT12,2020-W37,"Epidemic intelligence, subnational weekly data",60.5648025503981
Austria,Niederosterreich,AT12,2020-W38,"Epidemic intelligence, subnational weekly data",84.5284350555754
Austria,Niederosterreich,AT12,2020-W39,"Epidemic intelligence, subnational weekly data",99.908079797704
Austria,Niederosterreich,AT12,2020-W40,"Epidemic intelligence, subnational weekly data",108.134401403959
Austria,Niederosterreich,AT12,2020-W41,"Epidemic intelligence, subnational weekly data",127.627206949215
Austria,Niederosterreich,AT12,2020-W42,"Epidemic intelligence, subnational weekly data",170.904811921252
Austria,Niederosterreich,AT12,2020-W43,"Epidemic intelligence, subnational weekly data",276.058662018596
Austria,Niederosterreich,AT12,2020-W44,"Epidemic intelligence, subnational weekly data",443.744478528705
Austria,Niederosterreich,AT12,2020-W45,"Epidemic intelligence, subnational weekly data",664.901385479469
Austria,Niederosterreich,AT12,2020-W46,"Epidemic intelligence, subnational weekly data",788.355820599425
Austria,Niederosterreich,AT12,2020-W47,"Epidemic intelligence, subnational weekly data",732.023400904419
Austria,Niederosterreich,AT12,2020-W48,"Epidemic intelligence, subnational weekly data",602.607863171235
Austria,Niederosterreich,AT12,2020-W49,"Epidemic intelligence, subnational weekly data",453.937963997325
Austria,Niederosterreich,AT12,2020-W50,"Epidemic intelligence, subnational weekly data",388.842723460873
Austria,Niederosterreich,AT12,2020-W51,"Epidemic intelligence, subnational weekly data",337.577240987111
Austria,Niederosterreich,AT12,2020-W52,"Epidemic intelligence, subnational weekly data",287.682812114391
Austria,Niederosterreich,AT12,2020-W53,"Epidemic intelligence, subnational weekly data",311.050334358246
Austria,Niederosterreich,AT12,2021-W01,"Epidemic intelligence, subnational weekly data",313.196331299008
Austria,Niederosterreich,AT12,2021-W02,"Epidemic intelligence, subnational weekly data",272.601222502924
Austria,Niederosterreich,AT12,2021-W03,"Epidemic intelligence, subnational weekly data",230.813893184195
Austria,Niederosterreich,AT12,2021-W04,"Epidemic intelligence, subnational weekly data",199.160438307953
Austria,Oberosterreich,AT31,2020-W13,"Epidemic intelligence, subnational weekly data",
Austria,Oberosterreich,AT31,2020-W14,"Epidemic intelligence, subnational weekly data",60.6573802623988
Austria,Oberosterreich,AT31,2020-W15,"Epidemic intelligence, subnational weekly data",44.6665024846585
Austria,Oberosterreich,AT31,2020-W16,"Epidemic intelligence, subnational weekly data",17.6776792310884
Austria,Oberosterreich,AT31,2020-W17,"Epidemic intelligence, subnational weekly data",5.39776465071402
Austria,Oberosterreich,AT31,2020-W18,"Epidemic intelligence, subnational weekly data",2.96877055789271
Austria,Oberosterreich,AT31,2020-W19,"Epidemic intelligence, subnational weekly data",1.07955293014281
Austria,Oberosterreich,AT31,2020-W20,"Epidemic intelligence, subnational weekly data",1.55185733708028
Austria,Oberosterreich,AT31,2020-W21,"Epidemic intelligence, subnational weekly data",1.68680145334813
Austria,Oberosterreich,AT31,2020-W22,"Epidemic intelligence, subnational weekly data",1.01208087200888
Austria,Oberosterreich,AT31,2020-W23,"Epidemic intelligence, subnational weekly data",1.82174556961598
Austria,Oberosterreich,AT31,2020-W24,"Epidemic intelligence, subnational weekly data",2.22657791841953
Austria,Oberosterreich,AT31,2020-W25,"Epidemic intelligence, subnational weekly data",2.76635438349094
Austria,Oberosterreich,AT31,2020-W26,"Epidemic intelligence, subnational weekly data",12.8871631035797
Austria,Oberosterreich,AT31,2020-W27,"Epidemic intelligence, subnational weekly data",30.9022026253378
Austria,Oberosterreich,AT31,2020-W28,"Epidemic intelligence, subnational weekly data",37.042159915525
Austria,Oberosterreich,AT31,2020-W29,"Epidemic intelligence, subnational weekly data",35.4903025784447
Austria,Oberosterreich,AT31,2020-W30,"Epidemic intelligence, subnational weekly data",35.3553584621769
Austria,Oberosterreich,AT31,2020-W31,"Epidemic intelligence, subnational weekly data",26.8538791373023
Austria,Oberosterreich,AT31,2020-W32,"Epidemic intelligence, subnational weekly data",19.0271203937669
Austria,Oberosterreich,AT31,2020-W33,"Epidemic intelligence, subnational weekly data",29.3503452882575
Austria,Oberosterreich,AT31,2020-W34,"Epidemic intelligence, subnational weekly data",41.0230113454266
Austria,Oberosterreich,AT31,2020-W35,"Epidemic intelligence, subnational weekly data",37.6494084387303
Austria,Oberosterreich,AT31,2020-W36,"Epidemic intelligence, subnational weekly data",35.4903025784447
Austria,Oberosterreich,AT31,2020-W37,"Epidemic intelligence, subnational weekly data",47.837689216953
Austria,Oberosterreich,AT31,2020-W38,"Epidemic intelligence, subnational weekly data",66.797337552586
Austria,Oberosterreich,AT31,2020-W39,"Epidemic intelligence, subnational weekly data",75.9735374587999
Austria,Oberosterreich,AT31,2020-W40,"Epidemic intelligence, subnational weekly data",87.646203515969
Austria,Oberosterreich,AT31,2020-W41,"Epidemic intelligence, subnational weekly data",131.975345709958
Austria,Oberosterreich,AT31,2020-W42,"Epidemic intelligence, subnational weekly data",198.435322971874
Austria,Oberosterreich,AT31,2020-W43,"Epidemic intelligence, subnational weekly data",399.704472385373
Austria,Oberosterreich,AT31,2020-W44,"Epidemic intelligence, subnational weekly data",708.996386871287
Austria,Oberosterreich,AT31,2020-W45,"Epidemic intelligence, subnational weekly data",1177.52235855326
Austria,Oberosterreich,AT31,2020-W46,"Epidemic intelligence, subnational weekly data",1473.99458199373
Austria,Oberosterreich,AT31,2020-W47,"Epidemic intelligence, subnational weekly data",1325.82594233163
Austria,Oberosterreich,AT31,2020-W48,"Epidemic intelligence, subnational weekly data",1055.66782156339
Austria,Oberosterreich,AT31,2020-W49,"Epidemic intelligence, subnational weekly data",697.930969337323
Austria,Oberosterreich,AT31,2020-W50,"Epidemic intelligence, subnational weekly data",524.662724049403
Austria,Oberosterreich,AT31,2020-W51,"Epidemic intelligence, subnational weekly data",448.756658648737
Austria,Oberosterreich,AT31,2020-W52,"Epidemic intelligence, subnational weekly data",318.670530566529
Austria,Oberosterreich,AT31,2020-W53,"Epidemic intelligence, subnational weekly data",304.231510125869
Austria,Oberosterreich,AT31,2021-W01,"Epidemic intelligence, subnational weekly data",295.527614626593
Austria,Oberosterreich,AT31,2021-W02,"Epidemic intelligence, subnational weekly data",234.397929957257
Austria,Oberosterreich,AT31,2021-W03,"Epidemic intelligence, subnational weekly data",191.620645100348
Austria,Oberosterreich,AT31,2021-W04,"Epidemic intelligence, subnational weekly data",262.263889966568
Austria,Salzburg,AT32,2020-W13,"Epidemic intelligence, subnational weekly data",
Austria,Salzburg,AT32,2020-W14,"Epidemic intelligence, subnational weekly data",87.8929291219172
Austria,Salzburg,AT32,2020-W15,"Epidemic intelligence, subnational weekly data",59.9761176180296
Austria,Salzburg,AT32,2020-W16,"Epidemic intelligence, subnational weekly data",22.8737745870563
Austria,Salzburg,AT32,2020-W17,"Epidemic intelligence, subnational weekly data",5.94357922340834
Austria,Salzburg,AT32,2020-W18,"Epidemic intelligence, subnational weekly data",1.44086769052323
Austria,Salzburg,AT32,2020-W19,"Epidemic intelligence, subnational weekly data",0.0
Austria,Salzburg,AT32,2020-W20,"Epidemic intelligence, subnational weekly data",0.720433845261617
Austria,Salzburg,AT32,2020-W21,"Epidemic intelligence, subnational weekly data",1.08065076789243
Austria,Salzburg,AT32,2020-W22,"Epidemic intelligence, subnational weekly data",0.360216922630808
Austria,Salzburg,AT32,2020-W23,"Epidemic intelligence, subnational weekly data",0.180108461315404
Austria,Salzburg,AT32,2020-W24,"Epidemic intelligence, subnational weekly data",0.540325383946212
Austria,Salzburg,AT32,2020-W25,"Epidemic intelligence, subnational weekly data",3.96238614893889
Austria,Salzburg,AT32,2020-W26,"Epidemic intelligence, subnational weekly data",5.76347076209293
Austria,Salzburg,AT32,2020-W27,"Epidemic intelligence, subnational weekly data",5.04303691683132
Austria,Salzburg,AT32,2020-W28,"Epidemic intelligence, subnational weekly data",8.465097681824
Austria,Salzburg,AT32,2020-W29,"Epidemic intelligence, subnational weekly data",12.0672669081321
Austria,Salzburg,AT32,2020-W30,"Epidemic intelligence, subnational weekly data",12.4274838307629
Austria,Salzburg,AT32,2020-W31,"Epidemic intelligence, subnational weekly data",14.2285684439169
Austria,Salzburg,AT32,2020-W32,"Epidemic intelligence, subnational weekly data",17.2904122862788
Austria,Salzburg,AT32,2020-W33,"Epidemic intelligence, subnational weekly data",25.9356184294182
Austria,Salzburg,AT32,2020-W34,"Epidemic intelligence, subnational weekly data",30.7985468849341
Austria,Salzburg,AT32,2020-W35,"Epidemic intelligence, subnational weekly data",24.8549676615258
Austria,Salzburg,AT32,2020-W36,"Epidemic intelligence, subnational weekly data",21.9732322804793
Austria,Salzburg,AT32,2020-W37,"Epidemic intelligence, subnational weekly data",31.8791976528265
Austria,Salzburg,AT32,2020-W38,"Epidemic intelligence, subnational weekly data",54.2126468559367
Austria,Salzburg,AT32,2020-W39,"Epidemic intelligence, subnational weekly data",69.8820829903768
Austria,Salzburg,AT32,2020-W40,"Epidemic intelligence, subnational weekly data",79.4278314400932
Austria,Salzburg,AT32,2020-W41,"Epidemic intelligence, subnational weekly data",154.533059808617
Austria,Salzburg,AT32,2020-W42,"Epidemic intelligence, subnational weekly data",309.786553462495
Austria,Salzburg,AT32,2020-W43,"Epidemic intelligence, subnational weekly data",501.421956302085
Austria,Salzburg,AT32,2020-W44,"Epidemic intelligence, subnational weekly data",675.406729932766
Austria,Salzburg,AT32,2020-W45,"Epidemic intelligence, subnational weekly data",969.703955722136
Austria,Salzburg,AT32,2020-W46,"Epidemic intelligence, subnational weekly data",1330.10098681426
Austria,Salzburg,AT32,2020-W47,"Epidemic intelligence, subnational weekly data",1366.48289599997
Austria,Salzburg,AT32,2020-W48,"Epidemic intelligence, subnational weekly data",1094.87933633634
Austria,Salzburg,AT32,2020-W49,"Epidemic intelligence, subnational weekly data",776.447576730707
Austria,Salzburg,AT32,2020-W50,"Epidemic intelligence, subnational weekly data",648.030243812824
Austria,Salzburg,AT32,2020-W51,"Epidemic intelligence, subnational weekly data",539.24473317832
Austria,Salzburg,AT32,2020-W52,"Epidemic intelligence, subnational weekly data",434.781825615386
Austria,Salzburg,AT32,2020-W53,"Epidemic intelligence, subnational weekly data",589.494993885318
Austria,Salzburg,AT32,2021-W01,"Epidemic intelligence, subnational weekly data",649.651219964663
Austria,Salzburg,AT32,2021-W02,"Epidemic intelligence, subnational weekly data",481.069700173445
Austria,Salzburg,AT32,2021-W03,"Epidemic intelligence, subnational weekly data",393.717096435473
Austria,Salzburg,AT32,2021-W04,"Epidemic intelligence, subnational weekly data",462.338420196642
Austria,Steiermark,AT22,2020-W13,"Epidemic intelligence, subnational weekly data",
Austria,Steiermark,AT22,2020-W14,"Epidemic intelligence, subnational weekly data",49.3141075353243
Austria,Steiermark,AT22,2020-W15,"Epidemic intelligence, subnational weekly data",54.3018312990929
Austria,Steiermark,AT22,2020-W16,"Epidemic intelligence, subnational weekly data",28.8000823778893
Austria,Steiermark,AT22,2020-W17,"Epidemic intelligence, subnational weekly data",12.1475207795008
Austria,Steiermark,AT22,2020-W18,"Epidemic intelligence, subnational weekly data",8.52739869289459
Austria,Steiermark,AT22,2020-W19,"Epidemic intelligence, subnational weekly data",4.42459366140757
Austria,Steiermark,AT22,2020-W20,"Epidemic intelligence, subnational weekly data",3.94191071652674
Austria,Steiermark,AT22,2020-W21,"Epidemic intelligence, subnational weekly data",2.01117893700344
Austria,Steiermark,AT22,2020-W22,"Epidemic intelligence, subnational weekly data",0.965365889761651
Austria,Steiermark,AT22,2020-W23,"Epidemic intelligence, subnational weekly data",0.724024417321238
Austria,Steiermark,AT22,2020-W24,"Epidemic intelligence, subnational weekly data",0.482682944880826
Austria,Steiermark,AT22,2020-W25,"Epidemic intelligence, subnational weekly data",0.724024417321238
Austria,Steiermark,AT22,2020-W26,"Epidemic intelligence, subnational weekly data",2.5743090393644
Austria,Steiermark,AT22,2020-W27,"Epidemic intelligence, subnational weekly data",4.90727660628839
Austria,Steiermark,AT22,2020-W28,"Epidemic intelligence, subnational weekly data",6.1944311259706
Austria,Steiermark,AT22,2020-W29,"Epidemic intelligence, subnational weekly data",7.96426859053362
Austria,Steiermark,AT22,2020-W30,"Epidemic intelligence, subnational weekly data",10.3776833149378
Austria,Steiermark,AT22,2020-W31,"Epidemic intelligence, subnational weekly data",7.72292711809321
Austria,Steiermark,AT22,2020-W32,"Epidemic intelligence, subnational weekly data",5.63130102360963
Austria,Steiermark,AT22,2020-W33,"Epidemic intelligence, subnational weekly data",10.7799191023384
Austria,Steiermark,AT22,2020-W34,"Epidemic intelligence, subnational weekly data",16.974350228309
Austria,Steiermark,AT22,2020-W35,"Epidemic intelligence, subnational weekly data",23.3296756692399
Austria,Steiermark,AT22,2020-W36,"Epidemic intelligence, subnational weekly data",25.0190659763228
Austria,Steiermark,AT22,2020-W37,"Epidemic intelligence, subnational weekly data",33.7073589841777
Austria,Steiermark,AT22,2020-W38,"Epidemic intelligence, subnational weekly data",47.7856115432017
Austria,Steiermark,AT22,2020-W39,"Epidemic intelligence, subnational weekly data",48.2682944880826
Austria,Steiermark,AT22,2020-W40,"Epidemic intelligence, subnational weekly data",44.9699610313969
Austria,Steiermark,AT22,2020-W41,"Epidemic intelligence, subnational weekly data",63.3119129368683
Austria,Steiermark,AT22,2020-W42,"Epidemic intelligence, subnational weekly data",118.740004440683
Austria,Steiermark,AT22,2020-W43,"Epidemic intelligence, subnational weekly data",257.27000962148
Austria,Steiermark,AT22,2020-W44,"Epidemic intelligence, subnational weekly data",456.618065857261
Austria,Steiermark,AT22,2020-W45,"Epidemic intelligence, subnational weekly data",759.179825140059
Austria,Steiermark,AT22,2020-W46,"Epidemic intelligence, subnational weekly data",922.889790612139
Austria,Steiermark,AT22,2020-W47,"Epidemic intelligence, subnational weekly data",838.822511045395
Austria,Steiermark,AT22,2020-W48,"Epidemic intelligence, subnational weekly data",731.345108651931
Austria,Steiermark,AT22,2020-W49,"Epidemic intelligence, subnational weekly data",592.975997786094
Austria,Steiermark,AT22,2020-W50,"Epidemic intelligence, subnational weekly data",502.55339277842
Austria,Steiermark,AT22,2020-W51,"Epidemic intelligence, subnational weekly data",403.683836235331
Austria,Steiermark,AT22,2020-W52,"Epidemic intelligence, subnational weekly data",286.070091999369
Austria,Steiermark,AT22,2020-W53,"Epidemic intelligence, subnational weekly data",287.598587991492
Austria,Steiermark,AT22,2021-W01,"Epidemic intelligence, subnational weekly data",299.665661613513
Austria,Steiermark,AT22,2021-W02,"Epidemic intelligence, subnational weekly data",242.950415590016
Austria,Steiermark,AT22,2021-W03,"Epidemic intelligence, subnational weekly data",202.565942534987
Austria,Steiermark,AT22,2021-W04,"Epidemic intelligence, subnational weekly data",241.180578125453
Austria,Tirol,AT33,2020-W13,"Epidemic intelligence, subnational weekly data",
Austria,Tirol,AT33,2020-W14,"Epidemic intelligence, subnational weekly data",147.872347473516
Austria,Tirol,AT33,2020-W15,"Epidemic intelligence, subnational weekly data",180.335362823885
Austria,Tirol,AT33,2020-W16,"Epidemic intelligence, subnational weekly data",92.486468222683
Austria,Tirol,AT33,2020-W17,"Epidemic intelligence, subnational weekly data",17.7552818650996
Austria,Tirol,AT33,2020-W18,"Epidemic intelligence, subnational weekly data",9.67265355337516
Austria,Tirol,AT33,2020-W19,"Epidemic intelligence, subnational weekly data",2.91504627635964
Austria,Tirol,AT33,2020-W20,"Epidemic intelligence, subnational weekly data",2.65004206941785
Austria,Tirol,AT33,2020-W21,"Epidemic intelligence, subnational weekly data",2.38503786247607
Austria,Tirol,AT33,2020-W22,"Epidemic intelligence, subnational weekly data",0.662510517354463
Austria,Tirol,AT33,2020-W23,"Epidemic intelligence, subnational weekly data",0.53000841388357
Austria,Tirol,AT33,2020-W24,"Epidemic intelligence, subnational weekly data",0.927514724296248
Austria,Tirol,AT33,2020-W25,"Epidemic intelligence, subnational weekly data",0.53000841388357
Austria,Tirol,AT33,2020-W26,"Epidemic intelligence, subnational weekly data",1.98753155206339
Austria,Tirol,AT33,2020-W27,"Epidemic intelligence, subnational weekly data",3.84256100065589
Austria,Tirol,AT33,2020-W28,"Epidemic intelligence, subnational weekly data",5.3000841388357
Austria,Tirol,AT33,2020-W29,"Epidemic intelligence, subnational weekly data",6.75760727701552
Austria,Tirol,AT33,2020-W30,"Epidemic intelligence, subnational weekly data",10.8651724846132
Austria,Tirol,AT33,2020-W31,"Epidemic intelligence, subnational weekly data",9.0101430360207
Austria,Tirol,AT33,2020-W32,"Epidemic intelligence, subnational weekly data",5.3000841388357
Austria,Tirol,AT33,2020-W33,"Epidemic intelligence, subnational weekly data",26.6329227976494
Austria,Tirol,AT33,2020-W34,"Epidemic intelligence, subnational weekly data",45.0507151801035
Austria,Tirol,AT33,2020-W35,"Epidemic intelligence, subnational weekly data",51.0133098362937
Austria,Tirol,AT33,2020-W36,"Epidemic intelligence, subnational weekly data",67.3110685632134
Austria,Tirol,AT33,2020-W37,"Epidemic intelligence, subnational weekly data",108.651724846132
Austria,Tirol,AT33,2020-W38,"Epidemic intelligence, subnational weekly data",135.814656057665
Austria,Tirol,AT33,2020-W39,"Epidemic intelligence, subnational weekly data",122.299441503634
Austria,Tirol,AT33,2020-W40,"Epidemic intelligence, subnational weekly data",124.286973055697
